2022-05-20 22:07:03+00:00,b'RT @_deyemi: A nice pic with my fav character Timeyin @genovevaumeh set awon #GenGeng #Generators #BloodSisters #BloodSistersNetflix \xf0\x9f\x98\x81 http\xe2\x80\xa6'
2022-05-20 22:02:13+00:00,"b""RT @NetflixNaija: In Sarah's world, Kola makes all the decisions. What happens when she finally stands up for herself? #BloodSisters is now\xe2\x80\xa6"""
2022-05-20 21:56:06+00:00,"b""RT @NetflixNaija: In Sarah's world, Kola makes all the decisions. What happens when she finally stands up for herself? #BloodSisters is now\xe2\x80\xa6"""
2022-05-20 21:47:35+00:00,b'Congratulations @IniDimaOkojie on the success of your Marriage ceremony.\n#BloodSistersNetflix \n#BloodSisters https://t.co/v0RBYfoAI6'
2022-05-20 21:43:32+00:00,b'RT @_deyemi: A nice pic with my fav character Timeyin @genovevaumeh set awon #GenGeng #Generators #BloodSisters #BloodSistersNetflix \xf0\x9f\x98\x81 http\xe2\x80\xa6'
2022-05-20 21:40:54+00:00,b'RT @Officialglow_: #SaveTitilayoAyeni \n@mrmacaronii\n@nathanielblow\n@DavidOyedepoMin\n@pastorpoju @pastorbolaji\n@TIjogun @DunsinOyekan\n@drton\xe2\x80\xa6'
2022-05-20 21:37:23+00:00,b'RT @_deyemi: A nice pic with my fav character Timeyin @genovevaumeh set awon #GenGeng #Generators #BloodSisters #BloodSistersNetflix \xf0\x9f\x98\x81 http\xe2\x80\xa6'
2022-05-20 21:33:15+00:00,"b'RT @Dontekk_grafix: Have you seen the block buster nigerian netflix series, Blood Comrades \xf0\x9f\x98\xb1\xf0\x9f\x92\xa5\n\nStarring @RamseyNouah @gabbylucciii @Henshaw\xe2\x80\xa6'"
2022-05-20 21:04:55+00:00,b'@_kehindebankole Since the release of #BloodSisters this babe just dey burst our tl with picshuts'
2022-05-20 20:45:40+00:00,"b'RT @ritaUdominic: Congratulations to everyone  involved. #BloodSisters was fantastic. If you haven\xe2\x80\x99t watched it yet, you really should. I e\xe2\x80\xa6'"
2022-05-20 20:42:57+00:00,b'RT @mizteeiyy: Blade is fine sha.\n#BloodSisters'
